timestamp,asset,timeframe,open,high,low,close,volume
2024-01-01T00:00:00+00:00,BTC/USDT,1h,100.00000000,100.04992614,98.41564940,98.57369296,1440.53680128
2024-01-01T01:00:00+00:00,BTC/USDT,1h,98.57369296,98.65600223,98.14449488,98.42228045,1052.77670105
2024-01-01T02:00:00+00:00,BTC/USDT,1h,98.42228045,99.23985794,98.41888021,99.20694912,1259.13768822
2024-01-01T03:00:00+00:00,BTC/USDT,1h,99.20694912,99.36483408,98.28156446,98.62958421,1305.77486527
2024-01-01T04:00:00+00:00,BTC/USDT,1h,98.62958421,99.04083128,96.05162308,96.37778530,1636.97384485
2024-01-01T05:00:00+00:00,BTC/USDT,1h,96.37778530,97.13572374,96.13290986,96.95889466,1232.00617836
2024-01-01T06:00:00+00:00,BTC/USDT,1h,96.95889466,97.55964174,96.57020962,97.52242970,1243.66018473
2024-01-01T07:00:00+00:00,BTC/USDT,1h,97.52242970,97.55172783,97.10561501,97.18045165,1258.21167372
2024-01-01T08:00:00+00:00,BTC/USDT,1h,97.18045165,97.28590424,94.49144820,94.70956106,1677.76802307
2024-01-01T09:00:00+00:00,BTC/USDT,1h,94.70956106,95.89673249,94.69224428,95.86486102,1316.92947591
2024-01-01T10:00:00+00:00,BTC/USDT,1h,95.86486102,97.27080116,95.56813408,97.16728138,1344.85663336
2024-01-01T11:00:00+00:00,BTC/USDT,1h,97.16728138,98.88799540,96.78092544,98.82733824,1386.59382974
2024-01-01T12:00:00+00:00,BTC/USDT,1h,98.82733824,99.00086339,96.89743486,97.07815652,1410.59763165
2024-01-01T13:00:00+00:00,BTC/USDT,1h,97.07815652,97.10701666,96.93182734,97.05553299,1125.44071820
2024-01-01T14:00:00+00:00,BTC/USDT,1h,97.05553299,97.13982562,96.04541767,96.23924391,1352.22793370
2024-01-01T15:00:00+00:00,BTC/USDT,1h,96.23924391,97.24876847,96.08226110,97.17553849,1375.44420925
2024-01-01T16:00:00+00:00,BTC/USDT,1h,97.17553849,97.24881988,96.42460913,96.74771738,1157.84639058
2024-01-01T17:00:00+00:00,BTC/USDT,1h,96.74771738,97.10081457,96.71609390,96.94942680,1168.27501302
2024-01-01T18:00:00+00:00,BTC/USDT,1h,96.94942680,97.15386081,96.44125083,96.98827941,1190.02164527
2024-01-01T19:00:00+00:00,BTC/USDT,1h,96.98827941,98.41364250,96.95591539,98.16274216,1377.93157024
2024-01-01T20:00:00+00:00,BTC/USDT,1h,98.16274216,98.34500550,97.00683745,97.25840289,1263.42180412
2024-01-01T21:00:00+00:00,BTC/USDT,1h,97.25840289,97.30797898,96.99731586,97.13662382,1055.21836304
2024-01-01T22:00:00+00:00,BTC/USDT,1h,97.13662382,97.77756606,97.00486622,97.69123959,1274.85531850
2024-01-01T23:00:00+00:00,BTC/USDT,1h,97.69123959,98.00386563,96.85418813,97.02441097,1146.87423288
2024-01-02T00:00:00+00:00,BTC/USDT,1h,97.02441097,97.51390227,96.97570186,97.47530516,1224.21945720
2024-01-02T01:00:00+00:00,BTC/USDT,1h,97.47530516,97.53862128,96.10932889,96.15253456,1290.29535962
2024-01-02T02:00:00+00:00,BTC/USDT,1h,96.15253456,96.26072840,95.77504440,95.92257491,1080.57136556
2024-01-02T03:00:00+00:00,BTC/USDT,1h,95.92257491,96.03152306,95.62673320,95.94507219,1102.05291430
2024-01-02T04:00:00+00:00,BTC/USDT,1h,95.94507219,96.08329713,95.18094968,95.39760510,1203.45956659
2024-01-02T05:00:00+00:00,BTC/USDT,1h,95.39760510,95.70943186,95.16907324,95.23377168,1080.18924741
2024-01-02T06:00:00+00:00,BTC/USDT,1h,95.23377168,95.34583038,95.13904340,95.16905091,1162.49721467
2024-01-02T07:00:00+00:00,BTC/USDT,1h,95.16905091,95.62755536,95.08650463,95.44539318,1236.67713586
2024-01-02T08:00:00+00:00,BTC/USDT,1h,95.44539318,95.66624965,94.88651193,95.10563055,1193.91729292
2024-01-02T09:00:00+00:00,BTC/USDT,1h,95.10563055,95.56017983,94.32973399,94.82495772,1210.06713800
2024-01-02T10:00:00+00:00,BTC/USDT,1h,94.82495772,94.99283217,94.52820975,94.72045573,1126.71445721
2024-01-02T11:00:00+00:00,BTC/USDT,1h,94.72045573,94.80873798,94.11747053,94.34838114,1219.50677705
2024-01-02T12:00:00+00:00,BTC/USDT,1h,94.34838114,94.75268531,94.13779281,94.54702747,1149.31548294
2024-01-02T13:00:00+00:00,BTC/USDT,1h,94.54702747,94.99437848,94.54239826,94.96510929,1140.92941846
2024-01-02T14:00:00+00:00,BTC/USDT,1h,94.96510929,96.53463025,94.65459108,96.50698953,1364.36744793
